"","team","game_id","game_date","FGA_2","FGM_2","FGA_3","FGM_3","FTA","FTM","AST","BLK","STL","TOV","TOV_team","DREB","OREB","F_tech","F_personal","team_score","opponent_team_score","largest_lead","notD1_incomplete","OT_length_min_tot","rest_days","attendance","tz_dif_H_E","prev_game_dist","home_away","home_away_NS","travel_dist","region"
"16","abilene_christian_wildcats","game_2022_3595","2022-02-05","26","12","21","7","24","17","14","0","7","20","0","23","9","1","16","62","82","9","FALSE",NA,"7","818","0","699","away","-1","699","West"
"17","abilene_christian_wildcats","game_2022_786","2021-11-23","31","10","27","6","18","15","9","0","4","17","2","22","11","0","21","53","93","1","FALSE",NA,"6","2406","0",NA,"away","-1","796","West"
"18","abilene_christian_wildcats","game_2022_2280","2022-01-08","40","21","14","4","22","16","9","3","3","14","1","29","11","2","15","70","59","14","FALSE",NA,"7","95","0","443","away","-1","443","West"
"19","abilene_christian_wildcats","game_2022_1601","2021-12-12","38","22","33","13","10","9","23","1","9","3","0","22","13","0","13","92","47","45","FALSE",NA,"8",NA,NA,NA,"home","0",NA,"West"
"20","abilene_christian_wildcats","game_2022_2375","2022-01-10","29","13","27","10","11","9","13","0","5","24","4","22","14","0","16","65","81","4","FALSE",NA,"2","1201","0","128","away","-1","493","West"
"21","abilene_christian_wildcats","game_2022_2097","2022-01-01","35","14","36","13","5","4","20","2","5","10","0","28","16","0","10","71","53","18","FALSE",NA,"2","385","0","0","home","1","0","West"
"22","abilene_christian_wildcats","game_2022_2038","2021-12-30","38","17","19","8","19","11","14","1","9","4","1","18","5","0","14","69","63","11","FALSE",NA,"9","364","0",NA,"home","1","0","West"
"23","abilene_christian_wildcats","game_2022_2475","2022-01-13","21","9","22","8","31","27","10","1","5","21","0","22","7","0","20","69","74","3","FALSE",NA,"3","444","0","493","home","1","0","West"
"24","abilene_christian_wildcats","game_2022_1284","2021-12-04","35","21","28","11","27","22","19","0","7","17","0","22","17","2","28","97","71","39","FALSE",NA,"6","204","0","850","away","-1","900","West"
"25","abilene_christian_wildcats","game_2022_1817","2021-12-19","30","12","25","8","10","10","10","2","3","11","0","13","15","0","15","58","70","4","FALSE",NA,"4","516","0","0","home","1","0","West"
"26","abilene_christian_wildcats","game_2022_4200","2022-02-17","38","22","18","9","23","17","20","3","17","17","1","13","4","0","15","88","71","19","FALSE",NA,"5","507","0","0","home","1","0","West"
"27","abilene_christian_wildcats","game_2022_59","2021-11-09","25","17","40","17","18","14","22","4","12","14","4","38","11","0","15","99","43","56","FALSE",NA,NA,NA,NA,NA,"home","0",NA,"West"
"28","abilene_christian_wildcats","game_2022_297","2021-11-13","34","17","18","5","32","23","17","4","8","19","0","33","10","0","20","72","53","33","FALSE",NA,"4","554","0",NA,"home","1","0","West"
"29","abilene_christian_wildcats","game_2022_2578","2022-01-15","40","26","8","1","28","21","15","0","9","14","0","18","4","0","12","76","73","4","FALSE",NA,"2","534","0","0","home","1","0","West"
"30","abilene_christian_wildcats","game_2022_3151","2022-01-27","40","23","22","10","18","12","23","2","12","11","1","21","8","0","12","88","69","30","FALSE",NA,"5","629","0","1648","home","1","0","West"
"31","academy_of_art_urban_knights","game_2022_147","2021-11-09","41","15","27","5","12","6","10","2","11","14","1","25","13","0","16","51","69","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA,NA
"32","academy_of_art_urban_knights","game_2022_841","2021-11-24","36","18","22","3","9","4","11","9","7","15","2","22","11","0","17","49","62","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA,NA
"33","agnes_scott_college_scotties","game_2022_1701","2021-12-15","37","9","13","1","9","4","4","2","2","39","3","31","9","0","10","25","102","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA,NA
"34","agnes_scott_college_scotties","game_2022_88","2021-11-09","40","7","11","3","4","2","6","2","7","37","0","10","11","0","13","25","117","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA,NA
"35","air_force_falcons","game_2022_3527","2022-02-05","49","22","14","4","17","11","9","4","11","8","0","25","12","0","17","67","63","4","FALSE",NA,"3","468","0","0","home","1","0","West"
"36","air_force_falcons","game_2022_1766","2021-12-18","44","17","18","5","22","14","11","1","11","8","0","24","15","0","16","63","48","22","FALSE",NA,"10","313",NA,NA,"away","-1","796","West"
"37","air_force_falcons","game_2022_4453","2022-02-23","49","20","18","6","11","10","15","2","11","13","3","18","15","0","15","68","59","13","FALSE",NA,"4","676","0","1501","away","-1","1501","West"
"38","air_force_falcons","game_2022_1229","2021-12-02","39","18","21","6","6","6","12","4","14","13","1","24","9","0","15","60","46","14","FALSE",NA,"5",NA,NA,NA,"home","0",NA,"West"
"39","air_force_falcons","game_2022_1341","2021-12-05","41","13","19","4","17","11","11","3","11","17","0","20","20","0","18","49","50","0","FALSE",NA,"3","280","0",NA,"home","1","0","West"
"40","air_force_falcons","game_2022_3382","2022-02-02","36","15","14","5","2","2","12","0","10","12","0","19","5","0","17","47","45","12","FALSE",NA,"4","204","0","968","home","1","0","West"
"41","air_force_falcons","game_2022_4608","2022-02-26","42","21","23","5","11","10","11","0","11","8","1","11","12","0","22","67","75","8","FALSE",NA,"3","1174","0","188","away","-1","1339","West"
"42","air_force_falcons","game_2022_3746","2022-02-09","55","19","17","5","6","4","17","1","12","13","1","23","17","0","18","57","72","5","FALSE",NA,"4","4462","0","455","away","-1","455","West"
"43","air_force_falcons","game_2022_1477","2021-12-08","40","20","17","8","10","6","16","4","18","21","1","27","6","0","11","70","49","24","FALSE",NA,"3",NA,NA,NA,"home","0",NA,"West"
"44","air_force_falcons","game_2022_3029","2022-01-24","49","16","6","0","9","7","7","3","6","17","2","26","7","0","11","39","40","3","FALSE",NA,"2","150","0","0","home","1","0","West"
"45","air_force_falcons","game_2022_1009","2021-11-27","35","15","15","5","15","9","14","2","7","18","0","25","14","0","17","54","41","18","FALSE",NA,"3","415","0","533","away","-1","2500","West"
"46","air_force_falcons","game_2022_4798","2022-03-02","40","17","15","7","22","15","14","1","7","9","1","31","13","0","18","70","46","25","FALSE",NA,"4","610","0","1339","home","1","0","West"
"47","air_force_falcons","game_2022_4251","2022-02-19","63","26","13","3","12","6","16","2","16","9","1","20","21","0","13","67","56","15","FALSE",NA,"4","691","0","0","home","1","0","West"
"48","air_force_falcons","game_2022_5114","2022-03-08","53","17","17","3","9","7","13","2","12","8","1","19","14","0","22","50","61","2","FALSE",NA,"1",NA,"0","0","away","-1","968","West"
"49","air_force_falcons","game_2022_2201","2022-01-06","46","21","22","6","9","7","17","1","9","9","1","23","6","1","17","67","83","7","FALSE",NA,"6","176","0","679","home","1","0","West"
"50","air_force_falcons","game_2022_5091","2022-03-07","39","19","16","9","11","10","19","1","5","11","2","25","8","0","14","75","60","18","FALSE",NA,"5",NA,"0","968","away","0","968","West"
"51","air_force_falcons","game_2022_1984","2021-12-28","36","17","13","3","12","9","9","1","10","20","2","13","11","2","21","52","67","4","FALSE",NA,"7","902","0","1485","away","-1","1301","West"
"52","air_force_falcons","game_2022_676","2021-11-20","39","17","13","4","26","21","7","2","14","15","2","21","8","0","19","67","59","13","FALSE",NA,"3","257","0","1299","home","1","0","West"
"53","air_force_falcons","game_2022_836","2021-11-24","47","19","18","5","13","9","11","1","18","24","2","20","14","0","24","62","73","3","FALSE",NA,"4","568","0","2614","away","-1","2614","West"
"54","air_force_falcons","game_2022_2429","2022-01-13","47","20","21","8","16","13","15","2","7","7","1","29","11","0","18","77","52","26","FALSE",NA,"7","838","0","189","away","-1","189","West"
"55","air_force_falcons","game_2022_356","2021-11-14","31","11","24","8","9","7","9","4","17","23","1","18","13","0","16","53","58","2","FALSE",NA,"5","429","0","0","home","1","0","West"
"56","air_force_falcons","game_2022_3096","2022-01-27","42","19","20","5","9","6","16","2","6","11","1","28","14","0","14","59","46","16","FALSE",NA,"3","304","0","1299","away","-1","1299","West"
"57","air_force_falcons","game_2022_3194","2022-01-29","54","18","19","3","10","9","13","6","8","9","0","18","16","0","23","54","72","5","FALSE",NA,"2","1379","0","418","away","-1","968","West"
"58","air_force_falcons","game_2022_4080","2022-02-15","48","22","18","7","16","12","19","3","11","7","1","22","14","0","10","77","63","22","FALSE",NA,"6","326","0","455","home","1","0","West"
"59","air_force_falcons","game_2022_2850","2022-01-22","35","17","15","6","9","6","14","1","8","13","1","24","7","0","13","58","46","17","FALSE",NA,"3","241","0","0","home","1","0","West"
"60","air_force_falcons","game_2022_2060","2021-12-31","47","23","18","4","9","7","18","3","11","14","0","22","17","0","18","65","52","20","FALSE",NA,"3","434","0","718","away","-1","679","West"
"61","air_force_falcons","game_2022_54","2021-11-09","53","27","16","3","26","16","10","0","14","7","1","20","19","0","19","79","62","19","FALSE",NA,NA,"161","0",NA,"home","1","0","West"
"62","air_force_falcons","game_2022_1940","2021-12-21","44","19","28","11","17","14","16","3","13","19","1","22","13","0","35","85","93","8","FALSE","10","3",NA,"0","880","away","-1","800","West"
"63","air_force_falcons","game_2022_2513","2022-01-15","45","12","11","3","28","21","7","1","14","8","1","15","11","0","24","54","57","2","FALSE",NA,"2","1981","0","95","away","-1","280","West"
"64","air_force_falcons","game_2022_2702","2022-01-19","39","15","19","5","24","21","13","2","11","11","2","25","8","0","15","66","57","9","FALSE",NA,"4","112","0","280","home","1","0","West"
"65","air_force_falcons","game_2022_504","2021-11-17","43","15","9","0","23","16","6","2","13","26","4","19","15","0","21","46","52","0","FALSE",NA,"3","160","0","1299","away","-1","1299","West"
"66","akron_zips","game_2022_4253","2022-02-19","41","21","17","4","29","19","11","5","9","10","1","25","12","0","20","73","64","12","FALSE",NA,"3","854","0","0","home","1","0","South"
"67","akron_zips","game_2022_298","2021-11-13","29","17","18","5","17","11","12","4","11","15","2","27","2","0","14","60","50","10","FALSE",NA,"4","782","0",NA,"away","-1","127","South"
"68","akron_zips","game_2022_128","2021-11-09","42","22","34","13","23","14","20","7","9","9","0","39","16","0","15","97","54","43","FALSE",NA,NA,NA,NA,NA,"home","0",NA,"South"
"69","akron_zips","game_2022_2388","2022-01-12","39","22","10","2","21","16","14","2","9","20","0","28","8","0","15","66","53","20","FALSE",NA,"4","485","0","325","away","-1","325","South"
"70","akron_zips","game_2022_2516","2022-01-15","33","15","22","12","28","17","18","3","3","12","1","23","11","0","13","83","76","15","FALSE",NA,"3","460","0","325","home","1","0","South"
"71","akron_zips","game_2022_2244","2022-01-08","35","20","19","8","21","15","18","5","6","18","0","24","8","0","20","79","69","12","FALSE",NA,"3","491","0","15","home","1","0","South"
"72","akron_zips","game_2022_1098","2021-11-29","30","17","22","7","20","12","17","4","8","20","0","26","8","0","19","67","60","15","FALSE",NA,"6","406","0","148","home","1","0","South"
"73","akron_zips","game_2022_4612","2022-02-26","37","21","24","8","26","22","22","2","7","12","0","26","11","0","17","88","77","12","FALSE",NA,"3","1004","0","264","away","-1","202","South"
"74","akron_zips","game_2022_3048","2022-01-26","38","18","16","6","15","14","20","2","3","15","0","27","10","0","13","68","64","15","FALSE",NA,"2","386","0","611","home","1","0","South"
"75","akron_zips","game_2022_4101","2022-02-16","46","21","16","4","20","13","12","3","9","11","1","30","13","0","9","67","54","17","FALSE",NA,"4","425","0","218","home","1","0","South"
"76","akron_zips","game_2022_3750","2022-02-09","36","24","17","9","13","11","21","5","6","11","0","28","4","0","14","86","70","26","FALSE",NA,"4","625","0","364","away","-1","364","South"
"77","akron_zips","game_2022_3536","2022-02-05","44","16","18","9","15","11","15","3","5","2","1","19","9","0","17","70","73","10","FALSE",NA,"3","625","0","0","home","1","0","South"
"78","akron_zips","game_2022_4975","2022-03-05","35","24","14","2","23","19","18","5","6","23","0","28","8","0","14","73","72","10","FALSE",NA,"3","645","0","0","home","1","0","South"
"79","akron_zips","game_2022_4455","2022-02-23","44","22","14","6","17","10","12","2","7","14","0","28","10","0","12","72","70","9","FALSE",NA,"2","1211","0","182","away","-1","182","South"
"80","akron_zips","game_2022_406","2021-11-15","36","15","26","5","18","10","11","5","5","12","0","30","12","2","22","55","57","9","FALSE",NA,"2","1329","0","75","away","-1","73","South"
"81","akron_zips","game_2022_793","2021-11-23","35","13","17","5","7","6","9","2","7","16","1","23","8","0","19","47","58","8","FALSE",NA,"8","516","0","92","away","-1","148","South"
"82","akron_zips","game_2022_2704","2022-01-19","45","19","19","5","8","6","18","1","5","16","1","21","10","0","14","59","76","3","FALSE",NA,"4","1116","0","298","away","-1","298","South"
"83","akron_zips","game_2022_3896","2022-02-12","38","19","20","6","14","8","12","3","6","17","0","34","11","2","14","64","53","12","FALSE",NA,"3","1001","0","162","away","-1","218","South"
"84","akron_zips","game_2022_3389","2022-02-02","39","13","18","5","22","12","10","5","10","18","1","30","12","0","16","53","57","9","FALSE",NA,"4","362","0","387","home","1","0","South"
"85","akron_zips","game_2022_3024","2022-01-24","42","20","18","5","17","12","17","5","7","11","0","21","8","0","23","67","79","8","FALSE",NA,"5","180","0","821","away","-1","611","South"
"86","akron_zips","game_2022_5193","2022-03-11","43","15","19","1","12","10","6","2","7","18","0","15","18","0","14","43","82","2","FALSE",NA,"2",NA,"0","0","away","0","49","South"
"87","akron_zips","game_2022_2161","2022-01-05","49","24","15","2","8","8","11","7","8","13","1","27","9","0","15","62","61","9","FALSE",NA,"4","549","0","194","away","-1","15","South"
"88","akron_zips","game_2022_1388","2021-12-05","34","15","20","6","9","6","14","2","7","21","3","11","6","0","20","54","93","0","FALSE",NA,"6","2274","0","227","away","-1","227","South"
"89","akron_zips","game_2022_4429","2022-02-21","40","21","24","7","7","3","21","5","10","13","0","27","11","0","11","66","69","5","FALSE",NA,"2","435","0","0","home","1","0","South"
"90","akron_zips","game_2022_5134","2022-03-09","46","24","10","5","25","18","10","4","8","15","1","26","10","0","13","81","67","16","FALSE",NA,"4","1709","0","49","home","0","49","South"
"91","akron_zips","game_2022_2074","2022-01-01","41","11","23","10","8","6","8","2","7","13","0","26","10","0","17","58","64","0","FALSE",NA,"27","3087","0","70","away","-1","183","South"
"92","akron_zips","game_2022_3199","2022-01-29","41","17","17","8","19","12","16","3","5","17","0","30","18","0","13","70","60","14","FALSE",NA,"3","1312","0","387","away","-1","387","South"
"93","akron_zips","game_2022_4800","2022-03-02","41","21","18","3","13","9","10","1","10","26","0","15","13","0","13","60","86","2","FALSE",NA,"4","475","0","202","home","1","0","South"
"94","alabama_am_bulldogs","game_2022_79","2021-11-09","54","18","12","2","13","10","11","10","5","12","1","25","15","0","17","52","73","4","FALSE",NA,NA,"1155","0",NA,"away","-1","596",NA
"95","alabama_am_bulldogs","game_2022_163","2021-11-10","57","14","14","5","27","17","12","7","8","13","2","21","23","0","20","60","73","0","FALSE",NA,"1","658","0","80","away","-1","516",NA
"96","alabama_am_bulldogs","game_2022_1843","2021-12-19","45","15","16","4","19","13","11","5","7","13","0","21","14","0","16","55","70","0","FALSE",NA,"7","477","1","1802","away","0","1121",NA
"97","alabama_am_bulldogs","game_2022_374","2021-11-14","39","10","9","0","14","13","3","2","4","26","3","19","9","0","20","33","88","2","FALSE",NA,"4","3526","0","1051","away","-1","1111",NA
"98","alabama_am_bulldogs","game_2022_2181","2022-01-05","38","20","13","4","24","13","16","5","7","24","1","38","8","0","21","65","56","17","FALSE",NA,"16","395","0","1262","away","-1","374",NA
"99","alabama_am_bulldogs","game_2022_568","2021-11-18","48","14","10","0","12","6","3","6","4","22","3","29","17","0","18","34","63","3","FALSE",NA,"4","512","0","1002","away","-1","157",NA
"100","alabama_am_bulldogs","game_2022_755","2021-11-22","35","18","16","4","18","13","14","3","1","15","0","25","12","0","13","61","62","9","FALSE",NA,"4","776","0","157","home","1","0",NA
"101","alabama_am_bulldogs","game_2022_2603","2022-01-15","58","21","10","2","24","21","8","7","4","16","2","26","22","0","24","69","74","2","FALSE",NA,"5","450","0","273","away","-1","273",NA
"102","alabama_am_bulldogs","game_2022_997","2021-11-27","37","13","16","4","9","2","6","4","7","11","0","21","6","0","16","40","66","6","FALSE",NA,"5","572","0","258","away","-1","258",NA
"103","alabama_am_bulldogs","game_2022_2947","2022-01-22","54","25","11","3","15","12","12","6","11","16","1","27","14","1","14","71","67","6","FALSE",NA,"7","376","0","920","away","-1","1001",NA
"104","alabama_am_bulldogs","game_2022_1492","2021-12-09","40","18","11","6","20","18","16","4","11","16","2","27","9","0","10","72","47","27","FALSE",NA,"12","213","0","377","away","-1","150",NA
"105","alabama_am_bulldogs","game_2022_1603","2021-12-12","49","20","15","3","11","6","6","2","5","7","0","15","15","0","18","55","69","3","FALSE",NA,"3","1562","0","786","away","-1","690",NA
"106","alabama_am_bulldogs","game_2022_2364","2022-01-10","50","19","15","2","11","8","4","4","6","13","0","21","11","0","19","52","79","1","FALSE",NA,"5","658","0","374","home","1","0",NA
"107","alabama_am_bulldogs","game_2022_5140","2022-03-09","44","18","8","1","20","15","10","8","5","17","1","27","12","0","18","54","62","4","FALSE",NA,"4","222","0","142","home","0","142",NA
"108","alabama_am_bulldogs","game_2022_1894","2021-12-20","56","23","11","5","7","4","12","7","6","8","0","24","16","0","13","65","63","16","FALSE",NA,"1","386","0","0","away","-1","1121",NA
"109","alabama_am_bulldogs","game_2022_3988","2022-02-12","37","18","18","1","19","14","10","4","8","24","0","32","15","0","16","53","47","11","FALSE",NA,"7",NA,"0","643","home","1","0",NA
"110","alabama_am_bulldogs","game_2022_3010","2022-01-24","30","16","20","7","23","17","18","2","3","18","1","23","7","0","15","70","64","7","FALSE",NA,"2","542","0","58","away","-1","1026",NA
"111","alabama_am_bulldogs","game_2022_4357","2022-02-19","43","17","9","4","26","22","11","4","8","17","2","28","11","0","19","68","54","18","FALSE",NA,"5","317","0","808","away","-1","808",NA
"112","alabama_am_bulldogs","game_2022_3349","2022-01-31","42","16","10","4","23","14","13","3","7","18","0","37","12","0","14","58","38","19","FALSE",NA,"7","534","0","1026","home","1","0",NA
"113","alabama_am_bulldogs","game_2022_4079","2022-02-14","47","19","13","4","13","6","18","3","2","20","1","34","16","0","18","56","50","10","FALSE",NA,"2","257","0","0","home","1","0",NA
"114","alabama_am_bulldogs","game_2022_4889","2022-03-03","49","17","13","4","13","9","13","8","10","20","0","34","17","0","15","55","51","19","FALSE",NA,"5","667","0","0","home","1","0",NA
"115","alabama_am_bulldogs","game_2022_5016","2022-03-05","43","21","10","3","32","22","12","2","9","21","0","29","11","0","13","73","67","7","FALSE","10","2","569","0","0","home","1","0",NA
"116","alabama_am_bulldogs","game_2022_3628","2022-02-05","42","19","9","3","19","11","12","3","5","15","0","26","8","0","18","58","65","0","FALSE",NA,"5","1547","0","643","away","-1","643",NA
"117","alabama_am_bulldogs","game_2022_4721","2022-02-26","50","22","12","4","26","20","13","2","3","9","0","23","17","0","18","76","68","15","FALSE",NA,"7","2400","0","808","home","1","0",NA
"118","alabama_crimson_tide","game_2022_684","2021-11-21","46","17","13","7","22","16","9","1","12","16","1","17","15","0","24","71","74","6","FALSE",NA,"4","2146","-1","920","away","0","920","North"
"119","alabama_crimson_tide","game_2022_3421","2022-02-03","46","13","20","5","12","10","5","1","5","10","0","18","16","0","16","51","83","0","FALSE",NA,"4","11875","0","609","away","-1","609","North"
"120","alabama_crimson_tide","game_2022_4142","2022-02-17","30","15","25","10","16","14","10","3","9","12","1","23","8","0","21","74","64","21","FALSE",NA,"4","2001","0","0","home","1","0","North"
"121","alabama_crimson_tide","game_2022_877","2021-11-26","27","13","29","10","28","21","12","1","16","15","0","27","13","0","13","77","43","34","FALSE",NA,"2","1770","0","0","home","1","0","North"
"122","alabama_crimson_tide","game_2022_4373","2022-02-20","45","20","28","10","19","11","11","3","13","15","2","30","12","0","22","81","79","7","FALSE","10","3","3825","0","886","away","-1","886","North"
"123","alabama_crimson_tide","game_2022_4924","2022-03-03","37","17","18","9","19","13","11","1","9","13","2","21","11","0","17","74","62","20","FALSE",NA,"1","6500","-1","0","away","0","328","North"
"124","alabama_crimson_tide","game_2022_3303","2022-01-30","39","17","18","6","11","9","9","2","7","11","0","13","13","0","17","61","77","3","FALSE",NA,"7","2103","0","197","home","1","0","North"
"125","alabama_crimson_tide","game_2022_4500","2022-02-24","22","7","31","11","6","3","9","4","3","18","0","25","9","0","18","50","58","2","FALSE",NA,"4","7421","0","496","away","-1","468","North"
"126","alabama_crimson_tide","game_2022_2111","2022-01-02","40","14","18","4","29","16","9","6","6","15","1","32","14","1","21","56","53","13","FALSE",NA,"3","2985","0","439","home","1","0","North"
"127","alabama_crimson_tide","game_2022_2315","2022-01-09","27","7","25","14","16","12","11","2","8","19","0","19","11","0","14","68","72","21","FALSE",NA,"3","3453","0","384","away","-1","384","North"
"128","alabama_crimson_tide","game_2022_61","2021-11-09","54","31","25","8","31","23","19","2","13","8","0","37","16","0","15","109","32","77","FALSE",NA,NA,"452","0",NA,"home","1","0","North"
"129","alabama_crimson_tide","game_2022_1111","2021-11-30","39","21","24","8","7","5","16","2","10","13","1","30","14","0","12","71","44","32","FALSE",NA,"2","1742","0","0","home","1","0","North"
"130","alabama_crimson_tide","game_2022_4738","2022-02-27","15","9","27","14","26","17","16","3","7","20","0","21","4","0","14","77","71","11","FALSE",NA,"3","2328","0","468","home","1","0","North"
"131","alabama_crimson_tide","game_2022_2612","2022-01-16","48","23","21","6","22","13","6","5","14","16","0","27","15","0","18","77","85","9","FALSE",NA,"3","2001","0","226","home","1","0","North"
"132","alabama_crimson_tide","game_2022_1647","2021-12-13","42","22","18","8","20","16","11","11","6","11","1","29","11","0","13","84","50","36","FALSE",NA,"8","2500","0","287","home","1","0","North"
"133","alabama_crimson_tide","game_2022_2189","2022-01-06","28","13","27","10","9","6","14","2","2","20","1","23","10","0","14","62","65","4","FALSE",NA,"4","1922","0","0","home","1","0","North"
"134","alabama_crimson_tide","game_2022_1345","2021-12-05","43","26","18","3","26","19","8","4","8","10","0","27","13","0","18","80","64","21","FALSE",NA,"2","1425","0","287","away","-1","287","North"
"135","alabama_crimson_tide","game_2022_2013","2021-12-30","42","12","29","5","8","5","8","5","5","11","0","23","18","0","16","44","62","2","FALSE",NA,"17","8124","0","439","away","-1","439","North"
"136","alabama_crimson_tide","game_2022_1240","2021-12-03","28","18","26","8","23","17","15","3","8","23","0","33","10","0","11","77","67","25","FALSE",NA,"3","1877","0","0","home","1","0","North"
"137","alabama_crimson_tide","game_2022_1050","2021-11-28","43","25","27","8","19","15","18","4","18","16","0","39","14","0","21","89","45","50","FALSE",NA,"2","1804","0","0","home","1","0","North"
"138","alabama_crimson_tide","game_2022_3641","2022-02-06","27","20","22","7","25","16","10","1","12","17","1","24","5","0","20","77","71","8","FALSE","5","3","1992","0","583","away","-1","328","North"
"139","alabama_crimson_tide","game_2022_4854","2022-03-02","36","20","17","6","24","17","11","1","8","22","0","32","10","0","22","75","68","9","FALSE",NA,"3",NA,"0","328","home","0","328","North"
"140","alabama_crimson_tide","game_2022_3999","2022-02-13","40","19","19","4","14","13","6","6","7","18","2","31","11","0","13","63","67","9","FALSE",NA,"7","2049","0","328","home","1","0","North"
"141","alabama_crimson_tide","game_2022_2746","2022-01-20","39","17","30","10","9","7","12","2","6","16","1","21","14","0","17","71","99","0","FALSE",NA,"4","1911","0","0","home","1","0","North"
"142","alabama_crimson_tide","game_2022_2423","2022-01-13","36","15","11","3","26","17","9","3","4","21","3","21","9","0","19","56","86","2","FALSE",NA,"4","1391","0","567","away","-1","226","North"
"143","alabama_crimson_tide","game_2022_492","2021-11-17","40","23","24","6","31","22","14","3","13","9","0","26","18","0","15","86","54","34","FALSE",NA,"3","1784","0","0","home","1","0","North"
"144","alabama_crimson_tide","game_2022_2954","2022-01-23","30","15","21","7","33","24","10","3","8","16","0","20","13","0","17","75","68","10","FALSE",NA,"3","4196","0","197","away","-1","197","North"
"145","alabama_crimson_tide","game_2022_341","2021-11-14","30","9","32","12","16","12","11","3","12","15","0","19","13","0","20","66","69","12","FALSE",NA,"5","1792","0","0","home","1","0","North"
"146","alabama_crimson_tide","game_2022_823","2021-11-24","27","11","26","9","11","6","14","1","9","17","1","32","10","0","12","55","48","14","FALSE",NA,"3","792","0","920","home","1","0","North"
"147","alabama_crimson_tide","game_2022_4959","2022-03-04","33","14","27","5","23","16","12","2","9","13","3","19","11","2","17","59","74","0","FALSE",NA,"1","7704","-1","0","away","0","328","North"
"148","alabama_huntsville_chargers","game_2022_1697","2021-12-15","41","17","17","3","20","14","11","1","4","28","1","18","12","0","16","57","107","1","TRUE",NA,NA,NA,NA,NA,"away","0",NA,NA
"149","alabama_state_lady_hornets","game_2022_4424","2022-02-21","45","19","17","6","34","27","16","6","9","23","1","27","12","0","24","83","69","14","FALSE","5","2","331","0","336","away","-1","604","North"
