"","game_id","Wteam_name","Lteam_name","Wscore","Lscore","region"
"69","game_2022_1064","nevada_wolf_pack","nevada_wolf_pack",73,67,"West"
"70","game_2022_1065","cornell_big_red","cornell_big_red",66,55,NA
"71","game_2022_1067","michigan_state_spartans","michigan_state_spartans",85,75,"South"
"72","game_2022_1068","george_mason_patriots","george_mason_patriots",69,64,NA
"73","game_2022_1069","ball_state_cardinals","ball_state_cardinals",73,67,"South"
"74","game_2022_1070","minnesota_golden_gophers","minnesota_golden_gophers",81,52,NA
"75","game_2022_1071","western_kentucky_lady_toppers","western_kentucky_lady_toppers",77,65,NA
"76","game_2022_1072","coppin_state_eagles","coppin_state_eagles",68,38,NA
"77","game_2022_1074","holy_cross_crusaders","holy_cross_crusaders",67,49,NA
"78","game_2022_1075","unlv_lady_rebels","unlv_lady_rebels",89,49,NA
"79","game_2022_1076","providence_friars","providence_friars",64,34,NA
"80","game_2022_1078","liberty_flames","liberty_flames",76,72,NA
"81","game_2022_1079","loyola_chicago_ramblers","loyola_chicago_ramblers",69,52,"South"
"82","game_2022_1080","iowa_state_cyclones","iowa_state_cyclones",76,71,"South"
"83","game_2022_1081","kent_state_golden_flashes","kent_state_golden_flashes",81,74,"South"
"84","game_2022_1082","ucla_bruins","ucla_bruins",73,65,NA
"85","game_2022_1083","columbia_lions","columbia_lions",63,60,"East"
"86","game_2022_1084","missouri_tigers","missouri_tigers",88,67,NA
"87","game_2022_1085","alabama_state_lady_hornets","alabama_state_lady_hornets",69,59,"North"
"88","game_2022_1086","bucknell_bison","bucknell_bison",68,53,"East"
"89","game_2022_1087","north_dakota_fighting_hawks","north_dakota_fighting_hawks",65,46,NA
"90","game_2022_1088","drake_bulldogs","drake_bulldogs",83,66,"South"
"91","game_2022_1089","south_carolina_gamecocks","south_carolina_gamecocks",79,42,NA
"92","game_2022_109","stephen_f_austin_ladyjacks","stephen_f_austin_ladyjacks",77,50,"North"
"93","game_2022_1091","morgan_state_lady_bears","morgan_state_lady_bears",66,62,NA
"94","game_2022_1093","uab_blazers","uab_blazers",67,52,NA
"95","game_2022_1094","wichita_state_shockers","wichita_state_shockers",70,61,NA
"96","game_2022_1095","incarnate_word_cardinals","incarnate_word_cardinals",63,59,NA
"97","game_2022_1096","omaha_mavericks","omaha_mavericks",70,58,NA
"98","game_2022_1097","kansas_state_wildcats","kansas_state_wildcats",78,57,"West"
"99","game_2022_1098","akron_zips","akron_zips",67,60,"South"
"100","game_2022_1099","elon_phoenix","elon_phoenix",73,51,"North"
"101","game_2022_11","virginia_tech_hokies","virginia_tech_hokies",76,57,"North"
"102","game_2022_110","illinois_fighting_illini","illinois_fighting_illini",73,56,NA
"103","game_2022_1100","towson_tigers","towson_tigers",76,47,NA
"104","game_2022_1101","william_mary_tribe","william_mary_tribe",58,41,NA
"105","game_2022_1103","ohio_bobcats","ohio_bobcats",98,45,NA
"106","game_2022_1105","western_michigan_broncos","western_michigan_broncos",69,54,NA
"107","game_2022_1106","auburn_tigers","auburn_tigers",72,65,NA
"108","game_2022_1107","north_dakota_fighting_hawks","north_dakota_fighting_hawks",71,63,NA
"109","game_2022_1108","vanderbilt_commodores","vanderbilt_commodores",91,61,NA
"110","game_2022_1109","wofford_terriers","wofford_terriers",74,52,"North"
"111","game_2022_111","evansville_purple_aces","evansville_purple_aces",62,52,"South"
"112","game_2022_1110","sam_houston_bearkats","sam_houston_bearkats",66,65,NA
"113","game_2022_1111","alabama_crimson_tide","alabama_crimson_tide",71,44,"North"
"114","game_2022_1112","oklahoma_sooners","oklahoma_sooners",84,72,"West"
"115","game_2022_1113","dayton_flyers","dayton_flyers",64,44,"South"
"116","game_2022_1114","baylor_bears","baylor_bears",73,28,"West"
"117","game_2022_1115","pepperdine_waves","pepperdine_waves",52,42,NA
"118","game_2022_1117","georgia_southern_eagles","georgia_southern_eagles",85,65,"North"
"119","game_2022_1118","saint_marys_gaels","saint_marys_gaels",79,71,NA
"120","game_2022_1119","drexel_dragons","drexel_dragons",67,44,NA
"121","game_2022_1120","la_salle_explorers","la_salle_explorers",63,49,NA
"122","game_2022_1121","murray_state_racers","murray_state_racers",85,77,NA
"123","game_2022_1122","southern_illinois_salukis","southern_illinois_salukis",78,61,NA
"124","game_2022_1123","new_mexico_lobos","new_mexico_lobos",86,50,NA
"125","game_2022_1124","temple_owls","temple_owls",49,47,NA
"126","game_2022_1125","harvard_crimson","harvard_crimson",99,75,NA
"127","game_2022_1126","jacksonville_dolphins","jacksonville_dolphins",35,33,NA
"128","game_2022_1128","texas_am_aggies","texas_am_aggies",65,50,"North"
"129","game_2022_1129","pittsburgh_panthers","pittsburgh_panthers",58,50,NA
"130","game_2022_113","michigan_state_spartans","michigan_state_spartans",93,31,"South"
"131","game_2022_1130","syracuse_orange","syracuse_orange",97,91,"South"
"132","game_2022_1131","purdue_boilermakers","purdue_boilermakers",53,52,"North"
"133","game_2022_1132","north_carolina_tar_heels","north_carolina_tar_heels",82,76,NA
"134","game_2022_1133","virginia_tech_hokies","virginia_tech_hokies",70,60,"South"
"135","game_2022_1134","nebraska_cornhuskers","nebraska_cornhuskers",86,60,"West"
"136","game_2022_1135","george_mason_patriots","george_mason_patriots",75,71,"North"
"137","game_2022_1137","rider_broncs","rider_broncs",64,59,NA
"138","game_2022_1138","american_university_eagles","american_university_eagles",55,47,"East"
"139","game_2022_1139","ualbany_great_danes","ualbany_great_danes",60,34,NA
"140","game_2022_1140","fairleigh_dickinson_knights","fairleigh_dickinson_knights",63,40,NA
"141","game_2022_1141","umass_lowell_river_hawks","umass_lowell_river_hawks",53,44,NA
"142","game_2022_1142","uc_davis_aggies","uc_davis_aggies",64,57,"West"
"143","game_2022_1143","massachusetts_minutewomen","massachusetts_minutewomen",74,61,"East"
"144","game_2022_1144","wagner_seahawks","wagner_seahawks",54,50,NA
"145","game_2022_1145","lafayette_leopards","lafayette_leopards",53,50,NA
"146","game_2022_1146","duquesne_dukes","duquesne_dukes",69,60,NA
"147","game_2022_1147","quinnipiac_bobcats","quinnipiac_bobcats",61,59,NA
"148","game_2022_1148","buffalo_bulls","buffalo_bulls",95,55,"East"
"149","game_2022_1149","presbyterian_blue_hose","presbyterian_blue_hose",60,53,NA
"150","game_2022_1150","south_carolina_upstate_spartans","south_carolina_upstate_spartans",58,51,"North"
"151","game_2022_1151","radford_highlanders","radford_highlanders",73,61,"North"
"152","game_2022_1152","app_state_mountaineers","app_state_mountaineers",81,53,"South"
"153","game_2022_1153","troy_trojans","troy_trojans",65,61,NA
"154","game_2022_1154","tcu_horned_frogs","tcu_horned_frogs",55,46,"North"
"155","game_2022_1155","mississippi_state_bulldogs","mississippi_state_bulldogs",102,55,NA
"156","game_2022_1156","ole_miss_rebels","ole_miss_rebels",92,47,NA
"157","game_2022_1157","wichita_state_shockers","wichita_state_shockers",78,62,"North"
"158","game_2022_1158","indiana_state_sycamores","indiana_state_sycamores",59,58,NA
"159","game_2022_1159","utah_state_aggies","utah_state_aggies",81,64,NA
"160","game_2022_1160","kansas_jayhawks","kansas_jayhawks",75,44,"South"
"161","game_2022_1162","kentucky_wildcats","kentucky_wildcats",83,60,"South"
"162","game_2022_1163","tennessee_lady_volunteers","tennessee_lady_volunteers",76,48,"North"
"163","game_2022_1164","cincinnati_bearcats","cincinnati_bearcats",59,54,NA
"164","game_2022_1165","vcu_rams","vcu_rams",65,48,NA
"165","game_2022_1166","liberty_flames","liberty_flames",68,48,NA
"166","game_2022_1167","oregon_state_beavers","oregon_state_beavers",76,72,NA
"167","game_2022_1168","princeton_tigers","princeton_tigers",58,55,"North"
"168","game_2022_1169","cal_state_northridge_matadors","cal_state_northridge_matadors",62,57,NA
"169","game_2022_117","niagara_purple_eagles","niagara_purple_eagles",81,71,NA
"170","game_2022_1170","texas_longhorns","texas_longhorns",78,64,"North"
"171","game_2022_1172","san_diego_toreros","san_diego_toreros",63,51,NA
"172","game_2022_1173","northeastern_huskies","northeastern_huskies",53,45,NA
"173","game_2022_1174","unc_wilmington_seahawks","unc_wilmington_seahawks",55,48,NA
"174","game_2022_1176","richmond_spiders","richmond_spiders",69,59,NA
"175","game_2022_1177","southern_miss_lady_eagles","southern_miss_lady_eagles",64,56,NA
"176","game_2022_1178","howard_bison","howard_bison",61,59,NA
"177","game_2022_1179","army_black_knights","army_black_knights",74,71,NA
"178","game_2022_118","georgetown_hoyas","georgetown_hoyas",73,62,NA
"179","game_2022_1180","bucknell_bison","bucknell_bison",68,31,"East"
"180","game_2022_1181","villanova_wildcats","villanova_wildcats",65,60,NA
"181","game_2022_1183","providence_friars","providence_friars",73,62,NA
"182","game_2022_1185","unlv_lady_rebels","unlv_lady_rebels",73,63,"West"
"183","game_2022_1187","louisville_cardinals","louisville_cardinals",70,48,"South"
"184","game_2022_1188","virginia_cavaliers","virginia_cavaliers",60,44,NA
"185","game_2022_1189","duke_blue_devils","duke_blue_devils",79,64,NA
"186","game_2022_1190","boston_college_eagles","boston_college_eagles",86,69,NA
"187","game_2022_1191","northwestern_wildcats","northwestern_wildcats",72,61,NA
"188","game_2022_1192","florida_state_seminoles","florida_state_seminoles",67,58,"North"
"189","game_2022_1193","maryland_terrapins","maryland_terrapins",82,74,NA
"190","game_2022_1194","nc_state_wolfpack","nc_state_wolfpack",66,58,"South"
"191","game_2022_1195","notre_dame_fighting_irish","notre_dame_fighting_irish",76,71,"South"
"192","game_2022_1196","belmont_bruins","belmont_bruins",67,62,"North"
"193","game_2022_1197","western_kentucky_lady_toppers","western_kentucky_lady_toppers",64,55,NA
"194","game_2022_1198","fordham_rams","fordham_rams",71,59,NA
"195","game_2022_1199","northern_arizona_lumberjacks","northern_arizona_lumberjacks",83,79,"West"
"196","game_2022_12","george_mason_patriots","george_mason_patriots",69,67,NA
"197","game_2022_120","depaul_blue_demons","depaul_blue_demons",114,71,"South"
"198","game_2022_1200","idaho_state_bengals","idaho_state_bengals",83,40,"West"
"199","game_2022_1201","southern_utah_thunderbirds","southern_utah_thunderbirds",60,46,NA
"200","game_2022_1202","montana_state_bobcats","montana_state_bobcats",63,57,"West"
"201","game_2022_1203","montana_lady_griz","montana_lady_griz",75,59,"West"
"202","game_2022_1204","usc_trojans","usc_trojans",78,69,"West"
"203","game_2022_1205","nevada_wolf_pack","nevada_wolf_pack",61,53,NA
"204","game_2022_1206","colgate_raiders","colgate_raiders",56,54,NA
"205","game_2022_1207","northwestern_state_lady_demons","northwestern_state_lady_demons",80,76,NA
"206","game_2022_1208","texas_state_bobcats","texas_state_bobcats",58,54,"North"
"207","game_2022_1209","omaha_mavericks","omaha_mavericks",67,56,NA
"208","game_2022_121","yale_bulldogs","yale_bulldogs",63,57,NA
"209","game_2022_1210","uc_santa_barbara_gauchos","uc_santa_barbara_gauchos",89,80,NA
"210","game_2022_1211","missouri_tigers","missouri_tigers",79,46,"South"
"211","game_2022_1212","ucf_knights","ucf_knights",52,51,"North"
"212","game_2022_1213","lsu_tigers","lsu_tigers",69,60,"South"
"213","game_2022_1214","green_bay_phoenix","green_bay_phoenix",63,44,"South"
"214","game_2022_1215","iu_indianapolis_jaguars","iu_indianapolis_jaguars",87,52,NA
"215","game_2022_1216","oakland_golden_grizzlies","oakland_golden_grizzlies",67,59,NA
"216","game_2022_1217","youngstown_state_penguins","youngstown_state_penguins",58,50,NA
"217","game_2022_1218","ut_arlington_mavericks","ut_arlington_mavericks",61,56,"North"
"218","game_2022_122","seton_hall_pirates","seton_hall_pirates",81,68,NA
"219","game_2022_1220","california_golden_bears","california_golden_bears",73,72,NA
"220","game_2022_1221","washington_state_cougars","washington_state_cougars",72,58,"West"
"221","game_2022_1222","columbia_lions","columbia_lions",73,67,"East"
"222","game_2022_1223","george_washington_revolutionaries","george_washington_revolutionaries",54,50,NA
"223","game_2022_1224","holy_cross_crusaders","holy_cross_crusaders",66,54,NA
"224","game_2022_1225","florida_atlantic_owls","florida_atlantic_owls",63,45,NA
"225","game_2022_1226","louisiana_tech_lady_techsters","louisiana_tech_lady_techsters",64,48,"North"
"226","game_2022_1227","charleston_cougars","charleston_cougars",96,60,"North"
"227","game_2022_1228","morgan_state_lady_bears","morgan_state_lady_bears",71,50,NA
"228","game_2022_1230","seattle_u_redhawks","seattle_u_redhawks",63,61,NA
"229","game_2022_1231","sacred_heart_pioneers","sacred_heart_pioneers",63,60,NA
"230","game_2022_1232","ball_state_cardinals","ball_state_cardinals",86,58,"South"
"231","game_2022_1233","south_carolina_gamecocks","south_carolina_gamecocks",65,44,"West"
"232","game_2022_1234","vermont_catamounts","vermont_catamounts",52,51,NA
"233","game_2022_1235","uc_san_diego_tritons","uc_san_diego_tritons",81,61,NA
"234","game_2022_1236","middle_tennessee_blue_raiders","middle_tennessee_blue_raiders",59,49,"North"
"235","game_2022_1237","western_illinois_leathernecks","western_illinois_leathernecks",92,83,NA
"236","game_2022_1238","colorado_buffaloes","colorado_buffaloes",78,53,"West"
"237","game_2022_1239","new_mexico_lobos","new_mexico_lobos",77,58,"West"
"238","game_2022_124","maryland_terrapins","maryland_terrapins",97,67,NA
"239","game_2022_1240","alabama_crimson_tide","alabama_crimson_tide",77,67,"North"
"240","game_2022_1241","cleveland_state_vikings","cleveland_state_vikings",63,52,"South"
"241","game_2022_1242","north_texas_mean_green","north_texas_mean_green",84,58,"West"
"242","game_2022_1243","gonzaga_bulldogs","gonzaga_bulldogs",54,47,"West"
"243","game_2022_1244","loyola_chicago_ramblers","loyola_chicago_ramblers",73,37,NA
"244","game_2022_1245","saint_louis_billikens","saint_louis_billikens",83,54,NA
"245","game_2022_1246","kent_state_golden_flashes","kent_state_golden_flashes",64,53,"South"
"246","game_2022_1247","charlotte_49ers","charlotte_49ers",79,57,"North"
"247","game_2022_1248","uconn_huskies","uconn_huskies",74,49,NA
"248","game_2022_1249","southern_illinois_salukis","southern_illinois_salukis",74,66,"South"
"249","game_2022_125","jacksonville_dolphins","jacksonville_dolphins",69,66,"North"
"250","game_2022_1250","bucknell_bison","bucknell_bison",62,46,"East"
"251","game_2022_1251","depaul_blue_demons","depaul_blue_demons",101,64,NA
"252","game_2022_1252","creighton_bluejays","creighton_bluejays",64,38,"West"
"253","game_2022_1253","marquette_golden_eagles","marquette_golden_eagles",76,48,"South"
"254","game_2022_1254","providence_friars","providence_friars",66,47,NA
"255","game_2022_1255","drake_bulldogs","drake_bulldogs",104,82,"South"
"256","game_2022_1257","pittsburgh_panthers","pittsburgh_panthers",64,54,"South"
"257","game_2022_1258","wake_forest_demon_deacons","wake_forest_demon_deacons",90,61,"North"
"258","game_2022_1259","little_rock_trojans","little_rock_trojans",62,38,NA
"259","game_2022_126","penn_state_lady_lions","penn_state_lady_lions",85,66,NA
"260","game_2022_1260","lafayette_leopards","lafayette_leopards",71,64,NA
"261","game_2022_1261","bryant_bulldogs","bryant_bulldogs",61,54,NA
"262","game_2022_1262","drexel_dragons","drexel_dragons",57,33,"East"
"263","game_2022_1263","lehigh_mountain_hawks","lehigh_mountain_hawks",79,68,NA
"264","game_2022_1264","florida_international_panthers","florida_international_panthers",53,51,NA
"265","game_2022_1265","southern_utah_thunderbirds","southern_utah_thunderbirds",87,65,NA
"266","game_2022_1266","northern_arizona_lumberjacks","northern_arizona_lumberjacks",81,74,"West"
"267","game_2022_1267","montana_state_bobcats","montana_state_bobcats",76,69,"West"
"268","game_2022_1268","montana_lady_griz","montana_lady_griz",57,44,"West"
"269","game_2022_1269","weber_state_wildcats","weber_state_wildcats",85,57,NA
"270","game_2022_127","temple_owls","temple_owls",73,53,NA
"271","game_2022_1270","denver_pioneers","denver_pioneers",75,63,NA
"272","game_2022_1271","washington_state_cougars","washington_state_cougars",71,49,"West"
"273","game_2022_1272","rider_broncs","rider_broncs",59,57,NA
"274","game_2022_1273","saint_peters_peacocks","saint_peters_peacocks",77,50,NA
"275","game_2022_1274","niagara_purple_eagles","niagara_purple_eagles",76,71,NA
"276","game_2022_1275","south_carolina_upstate_spartans","south_carolina_upstate_spartans",57,46,"North"
"277","game_2022_1276","coastal_carolina_chanticleers","coastal_carolina_chanticleers",58,46,NA
"278","game_2022_1277","winthrop_eagles","winthrop_eagles",71,55,NA
"279","game_2022_1278","stetson_hatters","stetson_hatters",67,58,"North"
"280","game_2022_1279","samford_bulldogs","samford_bulldogs",75,66,"South"
"281","game_2022_1280","st_thomas_minnesota_tommies","st_thomas_minnesota_tommies",62,57,NA
"282","game_2022_1281","northern_iowa_panthers","northern_iowa_panthers",59,50,"South"
"283","game_2022_1282","south_dakota_coyotes","south_dakota_coyotes",71,59,"West"
"284","game_2022_1283","north_dakota_state_bison","north_dakota_state_bison",83,72,NA
"285","game_2022_1284","abilene_christian_wildcats","abilene_christian_wildcats",97,71,"West"
"286","game_2022_1286","cal_state_fullerton_titans","cal_state_fullerton_titans",60,53,NA
"287","game_2022_1287","oklahoma_sooners","oklahoma_sooners",94,63,NA
"288","game_2022_1288","uic_flames","uic_flames",68,64,NA
"289","game_2022_1289","milwaukee_panthers","milwaukee_panthers",66,47,NA
"290","game_2022_1290","youngstown_state_penguins","youngstown_state_penguins",67,58,"South"
"291","game_2022_1291","iu_indianapolis_jaguars","iu_indianapolis_jaguars",74,49,"South"
"292","game_2022_1292","memphis_tigers","memphis_tigers",57,50,"North"
"293","game_2022_1293","arizona_state_sun_devils","arizona_state_sun_devils",68,44,NA
"294","game_2022_1294","oregon_ducks","oregon_ducks",62,59,"West"
"295","game_2022_1295","liberty_flames","liberty_flames",70,47,"North"
"296","game_2022_1296","byu_cougars","byu_cougars",85,80,"West"
"297","game_2022_1297","nevada_wolf_pack","nevada_wolf_pack",80,77,"West"
"298","game_2022_1298","ut_arlington_mavericks","ut_arlington_mavericks",73,65,"North"
"299","game_2022_13","kansas_state_wildcats","kansas_state_wildcats",103,40,NA
"300","game_2022_130","northern_illinois_huskies","northern_illinois_huskies",77,60,"South"
"301","game_2022_1300","saint_marys_gaels","saint_marys_gaels",81,69,NA
"302","game_2022_1301","la_salle_explorers","la_salle_explorers",64,59,NA
"303","game_2022_1302","ohio_bobcats","ohio_bobcats",98,89,"South"
"304","game_2022_1303","coppin_state_eagles","coppin_state_eagles",77,69,NA
"305","game_2022_1304","saint_josephs_hawks","saint_josephs_hawks",52,49,NA
"306","game_2022_1305","howard_bison","howard_bison",64,62,NA
"307","game_2022_1306","loyola_maryland_greyhounds","loyola_maryland_greyhounds",56,55,NA
"308","game_2022_1307","jacksonville_dolphins","jacksonville_dolphins",57,36,NA
"309","game_2022_1309","hampton_lady_pirates","hampton_lady_pirates",56,52,NA
"310","game_2022_1310","miami_oh_redhawks","miami_oh_redhawks",81,73,NA
"311","game_2022_1311","western_michigan_broncos","western_michigan_broncos",68,67,NA
"312","game_2022_1312","colorado_state_rams","colorado_state_rams",59,52,"West"
"313","game_2022_1313","eastern_illinois_panthers","eastern_illinois_panthers",87,81,"South"
"314","game_2022_1314","western_illinois_leathernecks","western_illinois_leathernecks",85,80,"South"
"315","game_2022_1315","baylor_bears","baylor_bears",70,68,"West"
"316","game_2022_1316","arkansas_pine_bluff_golden_lions","arkansas_pine_bluff_golden_lions",79,74,NA
"317","game_2022_1319","maryland_terrapins","maryland_terrapins",73,59,NA
"318","game_2022_1320","iowa_hawkeyes","iowa_hawkeyes",88,61,"South"
"319","game_2022_1321","ohio_state_buckeyes","ohio_state_buckeyes",70,53,"South"
"320","game_2022_1322","northwestern_wildcats","northwestern_wildcats",61,49,"South"
"321","game_2022_1323","texas_longhorns","texas_longhorns",76,60,NA
"322","game_2022_1324","louisville_cardinals","louisville_cardinals",80,66,"North"
"323","game_2022_1325","clemson_tigers","clemson_tigers",48,42,NA
"324","game_2022_1326","tennessee_lady_volunteers","tennessee_lady_volunteers",64,58,"North"
"325","game_2022_1327","vcu_rams","vcu_rams",69,65,NA
"326","game_2022_1328","duke_blue_devils","duke_blue_devils",77,55,NA
"327","game_2022_1329","florida_state_seminoles","florida_state_seminoles",83,32,NA
"328","game_2022_1330","georgia_tech_yellow_jackets","georgia_tech_yellow_jackets",55,54,"North"
"329","game_2022_1331","north_carolina_tar_heels","north_carolina_tar_heels",93,47,NA
"330","game_2022_1332","nc_state_wolfpack","nc_state_wolfpack",78,46,"North"
"331","game_2022_1333","uconn_huskies","uconn_huskies",73,54,"South"
"332","game_2022_1334","syracuse_orange","syracuse_orange",116,65,NA
"333","game_2022_1335","virginia_cavaliers","virginia_cavaliers",62,53,NA
"334","game_2022_1336","middle_tennessee_blue_raiders","middle_tennessee_blue_raiders",84,59,NA
"335","game_2022_1337","ualbany_great_danes","ualbany_great_danes",60,39,NA
"336","game_2022_1338","st_francis_brooklyn_terriers","st_francis_brooklyn_terriers",63,51,NA
"337","game_2022_1339","massachusetts_minutewomen","massachusetts_minutewomen",58,53,"East"
"338","game_2022_1340","vermont_catamounts","vermont_catamounts",72,62,"South"
"339","game_2022_1341","long_beach_state_beach","long_beach_state_beach",50,49,"West"
"340","game_2022_1342","hawaii_rainbow_wahine","hawaii_rainbow_wahine",76,63,"West"
"341","game_2022_1343","columbia_lions","columbia_lions",78,49,"East"
"342","game_2022_1344","mercer_bears","mercer_bears",71,70,"North"
"343","game_2022_1345","alabama_crimson_tide","alabama_crimson_tide",80,64,"North"
"344","game_2022_1349","new_mexico_lobos","new_mexico_lobos",73,66,"West"
"345","game_2022_1350","auburn_tigers","auburn_tigers",77,66,NA
"346","game_2022_1351","florida_gators","florida_gators",63,54,"North"
"347","game_2022_1352","kentucky_wildcats","kentucky_wildcats",90,56,"South"
"348","game_2022_1353","ole_miss_rebels","ole_miss_rebels",75,63,NA
"349","game_2022_1354","kansas_jayhawks","kansas_jayhawks",74,67,"South"
"350","game_2022_1355","arkansas_razorbacks","arkansas_razorbacks",84,67,"North"
"351","game_2022_1356","northern_kentucky_norse","northern_kentucky_norse",69,60,"South"
"352","game_2022_1357","dayton_flyers","dayton_flyers",78,67,"South"
"353","game_2022_1358","temple_owls","temple_owls",67,55,NA
"354","game_2022_1359","fordham_rams","fordham_rams",76,67,NA
"355","game_2022_1360","arizona_state_sun_devils","arizona_state_sun_devils",91,54,NA
"356","game_2022_1361","ucla_bruins","ucla_bruins",112,33,NA
"357","game_2022_1362","san_francisco_dons","san_francisco_dons",78,63,"West"
"358","game_2022_1363","iowa_state_cyclones","iowa_state_cyclones",94,56,"South"
"359","game_2022_1364","app_state_mountaineers","app_state_mountaineers",73,63,"South"
